"","ID","RegionName","NVotes","Leave","Residents","Households","AdultMeanAge","White","Owned","OwnedOutright","SocialRent","PrivateRent","Students","Unemp","UnempRate_EA","HigherOccup","Density","Deprived","MultiDepriv","Proportion","Vote","Age_18to44","Age_45_above","non_white","high_education_level","low_education_level","High_education_level","Low_education_level"
"133",133,"WM",2327,1473,4524,1773,50.1,98,82.6,31.7,7.1,9.1,2.9,2.6,3.6,37.9,3.2,47.1,15.5,0.633003867640739,"Leave",30.1,47.6,2.4,27.6,19.3,27.6,19.3
"134",134,"EE",2534,1309,5106,2175,47.6,83,50.6,19.5,40.1,8.4,3.2,6.1,8.2,31.4,38.6,60.3,25.9,0.516574585635359,"Leave",37.3,39,17.8,23.8,25.2,23.8,25.2
"135",135,"SE",2199,1220,4236,1695,52.6,97.9,80.1,37.1,10.5,6,2.3,2.6,3.6,43.8,4.8,48.2,14.5,0.554797635288768,"Leave",27.8,50.4,2.4,32,16.8,32,16.8
"136",136,"WM",3787,2649,6805,2731,49.2,98.2,80.8,31.1,9.6,8.7,2.4,3.6,5.2,27.6,4.1,58.1,23.6,0.699498283601796,"Leave",32.2,46.5,1.8,18.4,25.1,18.4,25.1
"137",137,"EE",3744,2080,7166,2940,46.4,73.8,67.4,24,12.6,17.6,3.7,4.7,6.3,26.3,53.3,61,26.2,0.555555555555556,"Leave",38.8,38.9,39.7,19.1,23.4,19.1,23.4
"138",138,"SE",2246,1264,2620,1080,52.4,98.2,83,36.8,5.2,9.6,1.6,2.5,3.6,41.6,1.4,46.7,16.5,0.562778272484417,"Leave",27.1,52.9,2.1,29.5,17.3,29.5,17.3
"139",139,"WM",7296,4537,11911,4918,51.3,93,77.5,33.5,14.5,6.6,2.9,4.3,6.2,33.2,25.6,57.2,26.4,0.621847587719298,"Leave",30.3,48.7,6.5,23,26.8,23,26.8
"140",140,"EE",4784,2451,7291,2899,51.7,96,65,25.8,18.5,14.5,2.1,2.4,3.3,45.1,0.7,44.2,15.4,0.512332775919732,"Leave",27,50.1,4.3,35,18.1,35,18.1
"141",141,"L",4240,1853,11170,3683,46.5,34.5,72.1,26.5,2.3,24.5,7,3.8,5.4,41.6,74.9,55.9,20.6,0.437028301886792,"Remain",38,38.6,93.3,37.9,13.7,37.9,13.7
"142",142,"EE",2985,1302,7239,2872,46.9,85.5,68.1,30.8,6.5,23.3,15.4,3.4,5.1,43.1,36.5,52.9,18.7,0.436180904522613,"Remain",39.4,42.3,17.1,33,15.4,33,15.4
"143",143,"L",5980,3021,16094,5881,43.7,57.8,51.2,16.3,24.1,22.6,7.1,7.3,11.2,22.2,35.5,72.8,34.7,0.505183946488294,"Leave",39.5,31,36.2,18.6,30.1,18.6,30.1
"144",144,"L",4458,1938,10316,4046,40.8,53.2,45.8,11.6,21.9,30.8,7,5.5,7.3,32,89.7,63.1,25.5,0.434724091520861,"Remain",50.3,27.2,51,32.6,18.1,32.6,18.1
"145",145,"NW",2115,1122,2065,957,49.6,99.2,66.3,25.5,21.8,10.6,1.4,2.7,3.7,22.6,18.2,59.5,29.4,0.530496453900709,"Leave",34.3,45,0.6,18.3,29.2,18.3,29.2
"146",146,"L",5903,1423,13530,5964,43.6,79.2,57.5,22.1,9.2,31.8,5.8,3.4,4.4,61.7,96.8,44.4,16.6,0.241063865830933,"Remain",47.7,33.6,20.6,57.8,9,57.8,9
"147",147,"L",5851,1548,11591,5128,45.4,80.9,59.3,22.9,15.2,24.4,4.4,3,3.9,60.2,61.8,42.7,16.1,0.264570158947188,"Remain",42.3,37,19,56,9.2,56,9.2
"148",148,"NW",7296,3729,13651,6194,47.1,93.3,74.1,25.6,10.9,14,3.2,4.2,5.7,31,36.1,58,26.5,0.511101973684211,"Leave",38.3,41.2,7.6,23.3,24.2,23.3,24.2
"149",149,"L",8463,4467,15176,6235,49.2,87.2,73.2,26.2,15.6,9.8,3.3,4.2,5.9,39.4,18.7,53.1,21.6,0.527827011697979,"Leave",33.4,43,13.2,28.3,20.5,28.3,20.5
"150",150,"EM",6130,3105,19396,8480,36.9,57.8,25.4,8.9,42.4,29.7,31.1,7.2,13.1,18.6,78.4,74.6,37.3,0.50652528548124,"Leave",58,24.5,45.5,17.6,25.2,17.6,25.2
"151",151,"EE",1820,749,2707,1116,52.7,97.4,75.1,32.9,10.3,12.9,1.4,2.3,3.2,50.9,0.7,43.3,13.5,0.411538461538462,"Remain",24.8,52.7,2.2,43.8,15,43.8,15
"152",152,"L",8987,4569,12310,4326,43,37.1,53.6,19.4,10.9,33.1,8.4,6.1,8.5,34.4,76.7,64.3,28.1,0.508401023700901,"Leave",46.1,31,87.3,35.5,17.1,35.5,17.1
"153",153,"WM",6918,3440,10722,4494,54.4,95.2,86,40.5,4.4,8.6,2.3,1.9,2.8,55.6,6.6,42.1,13.2,0.497253541485979,"Remain",24.6,55.4,6,44.5,13.9,44.5,13.9
"154",154,"L",5516,2504,15729,5704,42.1,45.4,45.8,15,24.4,26.7,10.6,7.2,11.3,21.3,45.5,74.6,37.6,0.453952139231327,"Remain",42.6,28.8,49.3,21,26.9,21,26.9
"155",155,"Y",9134,6286,16335,7036,47.9,97.6,70.8,23.1,18.2,10.1,2.4,4.2,5.9,25.2,11,60.2,30,0.688197941756076,"Leave",37.2,42.4,2.6,16.4,31.4,16.4,31.4
"156",156,"WM",2944,1606,5937,2115,44.5,96.6,73.2,34.4,4.3,21.8,27.1,2.5,3.9,37.6,37.2,50.5,17.5,0.545516304347826,"Leave",44.8,41.5,3.6,24,17,24,17
"157",157,"WM",8767,5511,6444,2816,47.2,92.6,72.4,23.9,14.6,11.4,3.2,4.8,6.2,37.5,54.6,52.4,19.6,0.628607277289837,"Leave",35,44.8,9.8,26.2,18.6,26.2,18.6
"158",158,"EE",5497,3566,11260,4665,46.8,92.9,66.1,21.1,9.3,23.6,2.7,5.9,8.1,26,32.9,63.6,29.3,0.648717482263053,"Leave",37.2,38.5,6.9,15.3,27.6,15.3,27.6
"159",159,"WM",7417,4890,11264,4728,51.8,93.3,85.9,37.3,7.3,5.3,3,4,5.5,29,36,59.5,25,0.659296211406229,"Leave",28.6,54.4,7.9,17.3,27.7,17.3,27.7
"160",160,"NW",1385,966,4471,2027,52,92.2,68.8,29.7,16.7,13,3.2,4.2,6.6,22.4,40.9,67.4,33.6,0.697472924187726,"Leave",30.7,49,13.5,16.3,34,16.3,34
"161",161,"NW",7515,4429,13777,5788,49.5,95.6,73.2,26.1,18.3,7.1,3,3.9,5.5,30.7,28.9,57.3,26,0.589354624085163,"Leave",31.8,46.4,4.7,20.8,24.2,20.8,24.2
"162",162,"SW",2341,1555,5068,2130,50,99,66.9,26.3,21.1,10.8,2,5.6,7.9,23,7.8,63.5,30.4,0.664246048697138,"Leave",32.4,45.6,0.7,15.9,30.2,15.9,30.2
"163",163,"L",4863,1485,13077,6139,40.4,60.2,21.8,9.4,45.3,30.4,17,4.8,7.3,50.1,111.6,67,28.3,0.305367057371993,"Remain",55.6,30.2,38.2,46.2,12.9,46.2,12.9
"164",164,"Y",4110,2502,7471,3000,51,97,86,32,3.2,9.4,2.4,3,4.1,37.4,0.9,46.6,15.9,0.608759124087591,"Leave",29.3,49.4,3.7,29.2,19.6,29.2,19.6
"165",165,"WM",7132,4874,11056,4558,51.1,88.8,89.5,38.3,2.9,6.6,3.3,3.2,4.5,30.4,14.9,59.6,24.7,0.683398766124509,"Leave",31.6,48.2,15.1,19.1,28.3,19.1,28.3
"166",166,"WM",12426,8157,25516,10830,46.6,89.2,60.3,18.3,27.1,10.4,3.7,6.9,10,26.3,37.3,64.5,32.7,0.656446161274747,"Leave",37.3,38.2,11,17.1,30.5,17.1,30.5
"167",167,"WM",11938,8316,24717,10287,47.9,81.9,74,26.5,10.2,14.5,3.6,5.8,8.1,23.8,41.7,64.5,31,0.69659909532585,"Leave",36,40.5,22.8,15.3,31.2,15.3,31.2
"168",168,"NW",8213,3201,13457,5832,56.1,97.4,90.6,44.8,1.4,7.3,2.7,2.3,3.5,56.5,11.5,43.1,12.3,0.389747960550347,"Remain",22.5,58.9,3.1,47.4,12.5,47.4,12.5
"169",169,"L",9011,4089,13610,5814,42.9,65.8,41.5,12.8,29.3,24.7,5.6,4.4,5.9,43,51.3,58.1,24.5,0.453778714904006,"Remain",47.5,31.1,38.1,38.9,16.4,38.9,16.4
"170",170,"SE",5393,3531,8599,3772,50.3,94.2,76.6,31,7.3,14.9,2.6,3.7,5.3,32,14.4,56.8,22.9,0.654737622844428,"Leave",33.2,46.5,6.1,18.8,23.3,18.8,23.3
"171",171,"EE",2794,1624,4116,1536,47,75.6,80.5,28.7,6,12.2,3.5,3.4,4.5,28.3,37.6,53.7,20.1,0.581245526127416,"Leave",35.8,40,36.7,19.2,21,19.2,21
"172",172,"WM",8849,2850,32420,9783,38.8,13.3,44.7,21.1,35.8,15.7,19.4,10.2,19,13.4,69.6,81.3,45.8,0.322070290428297,"Remain",46.7,21.4,116.4,15.3,33.2,15.3,33.2
"173",173,"NE",4775,2937,8664,4397,47,91.2,44.8,17,40.2,14,4.2,9.6,15.1,17.1,29.4,72.6,40.5,0.615078534031414,"Leave",37.3,43.3,6.9,12.7,33.7,12.7,33.7
"174",174,"WM",4159,2602,7660,2809,42.4,96.9,82.7,15.7,6,10.3,3.2,3.1,3.7,37.9,45.4,37.5,11,0.62563116133686,"Leave",43.4,30.9,3.3,26.4,13,26.4,13
"175",175,"L",7655,4082,15184,5645,43.7,44.9,43.4,12,33.1,20.7,7.6,7.3,10.8,23.1,43.9,74.6,38.5,0.533246244284781,"Leave",40.6,31.1,60.3,21.7,25.1,21.7,25.1
"176",176,"SE",3673,1568,6363,2827,50.4,96.4,67.8,28.6,17.1,13.1,2.3,2.1,2.8,36.3,6.8,49,17.2,0.426898992649061,"Remain",33.4,46.2,3.6,30.9,20.9,30.9,20.9
"177",177,"L",5418,1812,14665,5242,39.3,46.8,41.6,14.8,8,49.4,10.6,5.7,7.6,32.2,167.6,64,28,0.334440753045404,"Remain",55.5,23.6,62.9,34.8,15.7,34.8,15.7
"178",178,"Y",5396,3968,12063,5046,45.1,97.6,65.3,21.7,6.4,27.3,3.7,8.6,12,18.4,33.4,63.2,28.9,0.7353595255745,"Leave",40,36.3,2.1,13.5,28.5,13.5,28.5
"179",179,"NW",5451,3386,12372,5815,45.5,90,51,15.8,29.2,17.2,3.6,6.3,9.2,21.1,33.3,66.4,34.5,0.621170427444506,"Leave",40.7,37.5,9.6,15.3,30.1,15.3,30.1
"180",180,"SE",4720,3026,5471,2220,49.4,96.5,82.8,28.4,6.2,8.4,2.5,3.1,4.3,35.2,3.7,51.3,17.6,0.641101694915254,"Leave",32.2,45.4,3.3,21.7,20,21.7,20
"181",181,"NW",7383,4280,13530,5958,46.7,96.3,75.8,24.3,9.7,13.3,2.9,4.5,5.9,28.1,45.2,56.8,25.7,0.579710144927536,"Leave",38.2,39.9,3.7,20.1,22.2,20.1,22.2
"182",182,"L",5417,2936,11492,4337,46.1,61.6,67.1,23,17.4,14.1,6.1,5.3,7.6,27.5,59.5,65.5,30.6,0.541997415543659,"Leave",38,38,40.5,20.2,26.1,20.2,26.1
"183",183,"L",5384,1689,10757,4447,39.7,59.9,46.4,14.6,12.9,39.2,9.2,3.8,4.9,44.4,99.3,56.9,20.6,0.313707280832095,"Remain",58.7,25.5,47.4,43.1,13.3,43.1,13.3
"184",184,"SW",6464,4422,13425,5619,46.8,98.2,51.4,17.2,35.6,11.6,3.1,6,9.1,19,42.4,67,33.7,0.684096534653465,"Leave",35.9,39.4,1.4,12.2,30.2,12.2,30.2
"185",185,"L",6259,1388,12971,5854,40.1,65.5,26.3,7.5,48.1,23.7,8.2,5.6,7.7,49.8,161.1,61.7,30.5,0.221760664642914,"Remain",54.2,25.9,29.3,48.8,17.4,48.8,17.4
"186",186,"SW",1821,1074,3085,1417,53.2,98,68.8,30.3,15.6,13.9,2,4.7,7.1,26.5,4.9,64.8,30.5,0.589785831960461,"Leave",29.7,51.6,2.4,20.3,30.3,20.3,30.3
"187",187,"NW",2526,1706,5767,2475,49.8,96.8,67.8,28.2,21,9.3,3.1,4.8,7.3,24.5,35.5,63.1,31.6,0.675376088677751,"Leave",31.6,46.2,3.3,17.7,30.5,17.7,30.5
"188",188,"L",6395,2706,10416,3698,45.7,44.2,65.6,23.3,9.4,23.2,6.7,4.4,6.1,43,70.2,54.9,22.4,0.423143080531665,"Remain",40.4,36.5,77.6,40.7,13.4,40.7,13.4
"189",189,"L",9024,2594,13573,5278,43.8,76.8,66.3,25.2,5.2,27.5,7.6,3.3,4.3,56.4,90.7,44.4,15.4,0.287455673758865,"Remain",46.9,32.9,25.5,54.8,8.7,54.8,8.7
"190",190,"WM",6822,4958,12750,5101,47.7,89.2,73.3,27.6,17.7,7.7,3.1,5.7,8.1,23.9,55.7,62.2,31.2,0.726766344180592,"Leave",35.2,43.1,15,15.3,31.8,15.3,31.8
"191",191,"L",4765,1996,10066,3661,44.5,41.8,65.8,18.8,10.2,21.9,7.6,5.7,7.9,29.9,69.7,62.3,26.4,0.418887722980063,"Remain",40.8,34.3,68.5,27.5,19.1,27.5,19.1
"192",192,"SE",2369,1293,5038,2133,47.8,92.3,77,21.8,9.3,12.7,2.2,2.6,3.3,43.2,22.7,43.5,14.4,0.545799915576192,"Leave",36,43,8.2,29.4,15.4,29.4,15.4
"193",193,"NW",3127,1839,6161,2564,49.9,98.9,88.3,34.3,1.5,9.1,1.7,2.9,4.1,30.3,2.4,54.8,23.8,0.58810361368724,"Leave",31.3,46.8,0.9,23,22.8,23,22.8
"194",194,"Y",7148,4691,14732,6132,47.7,76.7,71.9,24.4,9.9,16.9,3.6,5.6,8.1,22.1,53.4,65.5,30.9,0.656267487409065,"Leave",35.4,40.2,36.5,15.5,29.6,15.5,29.6
"195",195,"WM",11570,6242,24275,10080,47.4,69.9,61.3,24.6,23.8,12.9,4.8,6.5,9.5,34.6,46.5,61.2,29.3,0.539498703543647,"Leave",36.6,38.5,37,27.4,26.2,27.4,26.2
"196",196,"SW",6668,4309,14850,6683,43.3,95.5,37.6,11.7,37.6,22.8,3.7,7.5,11,21.2,40.1,68.6,36.3,0.64622075584883,"Leave",42.8,33.9,3.8,15.6,26.2,15.6,26.2
"197",197,"EE",2987,1731,4579,1863,49,87.8,76.7,29.3,9.6,11.6,2.7,3.4,4.8,34.7,5.6,52.7,18.6,0.579511215266153,"Leave",34.3,42.2,14.5,25.9,20.4,25.9,20.4
"198",198,"L",6432,1418,12452,5445,41.3,71.9,34.8,12.4,36.5,26.7,8.8,5.3,7.4,49.2,151,60.7,29,0.220460199004975,"Remain",51.9,29.9,24.9,48.3,16.5,48.3,16.5
"199",199,"WM",5359,2893,12072,4126,46.5,26.3,67.3,35,11.2,19.5,7.8,7.8,12,20.5,36.3,71.6,37.6,0.539839522298936,"Leave",40.1,38.1,112.2,20.5,31.1,20.5,31.1
"200",200,"L",7512,3111,14445,5763,43.5,63.8,41.3,12.4,40.8,16.7,8.1,5.8,8.2,38.8,72.8,60.5,29,0.414137380191693,"Remain",44.9,31,37.5,37.2,20.8,37.2,20.8
"201",201,"L",7036,1289,15908,6816,38.8,58.5,30.9,8.8,31.8,34.7,7.1,5.7,7.2,48.2,144.5,59.3,24.9,0.183200682205799,"Remain",59.1,23.6,38.3,49.6,13.8,49.6,13.8
"202",202,"L",5321,2460,15403,5338,43.9,45.4,59.9,21.8,7.8,30.3,6.1,4.8,6.6,29.8,47,65.4,28.1,0.462319112948694,"Remain",44.1,33.5,62.9,30.8,17.4,30.8,17.4
"203",203,"WM",3072,2076,5322,2154,48.4,98,85.8,29.6,4.9,8.4,2.9,2.9,3.9,30.7,20.2,53.8,22.8,0.67578125,"Leave",35.2,44.1,2.5,20.1,22,20.1,22
"204",204,"NE",3797,2407,8286,3698,49.7,98.2,64.5,22.9,26.7,7.8,3.6,5.7,8.5,26,39.9,62.4,29.9,0.633921516987095,"Leave",32.8,47.8,1.6,18.4,27.2,18.4,27.2
"205",205,"L",6122,1175,14543,5490,41.4,44.1,33.1,11.6,26.8,36.9,9.9,7.1,10.5,25.5,160.1,72.6,37.6,0.191930741587716,"Remain",47.4,27.4,51.4,27.6,22.5,27.6,22.5
"206",206,"WM",1987,1260,3853,1523,49.8,97.7,84.4,35.1,10.9,4.3,3.3,2.9,4,31.6,38.2,54,23.1,0.634121791645697,"Leave",30.3,49.4,3.1,20.4,23,20.4,23
"207",207,"Y",9966,5776,17969,7729,50.4,94.2,80.3,30.4,7.6,10.9,2.9,3.2,4.4,38.8,5,51,18.8,0.57957053983544,"Leave",30.7,48.4,7.6,28.5,19.5,28.5,19.5
"208",208,"WM",8870,3821,30443,10343,41.1,20.6,44.8,21.3,27.4,24.5,10.3,10.2,17.1,16,64.6,75.7,40.9,0.430777903043968,"Remain",45.4,25.2,109,17.4,32.1,17.4,32.1
"209",209,"EE",3095,1461,5842,2521,46.9,84,54.5,20.1,32.5,11.9,3,4.8,6.4,37.7,20.8,54.2,23.3,0.47205169628433,"Remain",38.5,39,21.8,30,19.3,30,19.3
"210",210,"L",5044,1503,12088,5782,42.8,59.9,21.7,8.6,43.5,32.6,7.7,6.1,8.7,45.4,180.8,71.3,36.5,0.297977795400476,"Remain",50.2,30.9,33.9,43.8,17.4,43.8,17.4
"211",211,"EE",5589,3713,9403,3999,52.7,96.4,86.5,38.5,2.9,9.8,2.1,3,4.3,29,43,59.1,23.6,0.664340669171587,"Leave",29,52.2,3.6,15.8,28,15.8,28
"212",212,"SE",7747,4969,15184,6127,47.6,94.7,74,25.5,9.7,14.3,3.8,3.4,4.6,31.1,49.7,54,21.3,0.641409577901123,"Leave",36.1,40.9,5.2,20.6,21.9,20.6,21.9
"213",213,"NW",2854,1915,6442,2796,47.6,96.4,77.2,25.5,8.1,13.8,3.6,3.5,4.9,27.8,17.3,57.6,26.5,0.670988086895585,"Leave",35.4,42.8,4.5,20.4,25.5,20.4,25.5
"214",214,"L",5790,1328,11001,4808,47.4,79.8,49.6,26.5,31.9,16.2,5.6,4.4,6.2,57.6,34.8,53.3,23,0.229360967184801,"Remain",38.6,41.5,17.2,55.8,12.6,55.8,12.6
"215",215,"SE",2518,1467,5954,2542,47,87.8,57.4,17.7,26.8,13.6,2.8,4.7,6,37.6,36.6,56.3,23,0.582605242255758,"Leave",40,38.4,13,27.3,19.6,27.3,19.6
"216",216,"WM",11138,7519,21908,9241,49.1,84.9,69.5,26.3,17.9,10.9,3.3,5.9,8.6,23.7,37.3,68.1,34.6,0.675076315316933,"Leave",34.4,43.1,19.3,14.4,33.6,14.4,33.6
"217",217,"L",7634,2589,16587,7756,43.9,47.7,48.8,13.9,21.1,28,6.5,7.3,9.9,38.4,71.5,61.9,27.6,0.339140686402934,"Remain",43.2,33.3,53.2,35,15.9,35,15.9
"218",218,"WM",2298,1706,5313,2281,47.6,93.1,47.6,17.9,38.4,12.4,2.8,6.9,10.4,15.4,57.5,73.4,37,0.742384682332463,"Leave",35.4,40.5,9.8,11.3,39.6,11.3,39.6
"219",219,"L",6823,2888,11768,4490,50.5,80.3,89.7,35.3,2.2,7.1,3.5,2.7,3.8,43.4,18.8,46.7,12.9,0.423274219551517,"Remain",29.8,51,24.4,32,15.2,32,15.2
"220",220,"SE",6633,3176,13648,6086,45.6,87.7,53.5,21.9,5.5,39.5,9.9,3.8,5.4,42.8,61.8,50.2,18.8,0.478818031056837,"Remain",41.9,38.7,12.2,35.3,16.8,35.3,16.8
"221",221,"NW",5033,3005,10850,4193,46.8,70.8,62.4,25.3,22.1,14.5,4.4,6.4,10.2,23.1,19.8,66.7,34.7,0.597059407907808,"Leave",36.5,37.6,50,17.4,31.8,17.4,31.8
"222",222,"L",5317,1296,13327,5494,38.9,65.5,37.8,14.8,14.2,46,10.2,5.4,7.2,43.2,87.5,65,29.3,0.243746473575324,"Remain",59.9,23.9,31.3,46.6,14,46.6,14
"223",223,"NE",4540,2814,7675,3490,51.6,98.2,65.8,22.8,28.2,5.4,3.2,5.7,8.5,23.2,24.4,64.5,30.2,0.619823788546256,"Leave",30,51.6,1.7,16.7,29.5,16.7,29.5
"224",224,"EM",3330,1383,9993,2181,30.5,67.4,41.5,18.2,26.1,29.7,63.9,2.4,7.4,32.3,35.6,62.2,29.2,0.415315315315315,"Remain",73.3,17.1,39.3,21.9,11.2,21.9,11.2
"225",225,"L",7561,3691,14788,4935,40.9,27.4,46.7,15.5,17.1,33.3,10.3,5.2,7.3,29.1,54.5,71.3,32.7,0.488162941409866,"Remain",48.4,26.3,111,34.6,15.7,34.6,15.7
"226",226,"WM",6937,3352,11837,5002,52,82.8,76.9,34.9,8.8,12,2.9,3.4,4.8,48.9,26.4,50.6,19.7,0.4832059968286,"Remain",31.6,48.4,26.3,38.4,18.9,38.4,18.9
"227",227,"NW",8168,4434,14198,6260,51.5,96.8,71.7,29.6,19.4,7.2,2.8,4.3,6.4,34.2,17.3,60.3,27.5,0.542850146914789,"Leave",30.2,48.4,3.2,25.2,24.4,25.2,24.4
"228",228,"L",7668,3168,14668,5720,47.5,68.4,73.3,25.7,6.8,17.5,4.5,3.5,4.8,49.2,36,47.5,15.1,0.413145539906103,"Remain",37.2,41,37.3,40.5,12.9,40.5,12.9
"229",229,"WM",7460,3380,11186,4405,52.2,95.2,89.1,36.7,3.1,7.2,2.9,2.1,2.9,56.4,7.9,39.8,12,0.453083109919571,"Remain",26,49.8,6.5,44.8,12.3,44.8,12.3
"230",230,"WM",10744,8127,26905,11651,47,81.9,49.1,15.8,37.6,10.1,3.2,9.2,14.2,16.3,42.3,75.8,43.7,0.756422189128816,"Leave",36.7,36.9,20.5,9.4,41,9.4,41
"231",231,"EM",1113,632,2211,1010,54.4,99.7,81.6,42.8,10.4,7,2.7,2.4,3.6,40.9,1.1,52.5,21.5,0.567834681042228,"Leave",25.7,58.2,0.1,30.9,24.5,30.9,24.5
"232",232,"L",6564,3674,12206,4670,44.6,67.6,46.4,13.7,38.8,12.4,5.2,5.9,8.4,23.3,38.5,69.2,31.8,0.559719683120049,"Leave",39.9,32.9,36.6,19.2,26.4,19.2,26.4
"233",233,"SW",2538,1350,4266,1880,52.8,97.5,67.9,30.4,22.2,7.8,2.3,3.2,4.6,34.5,26.8,57.5,23.6,0.531914893617021,"Leave",30.6,48.8,3.2,25.8,23.9,25.8,23.9
"234",234,"EE",4236,1122,6914,2736,46,87.7,74.3,29.1,6.4,17.7,3.6,2.3,3,63.8,44.4,35.6,10.6,0.264872521246459,"Remain",38.1,37.3,13.5,62.5,7,62.5,7
"235",235,"NW",4570,2238,13256,4296,42,27,50.7,16,35,11.9,7,9.4,17.6,11.6,59.8,82.5,50.9,0.489715536105033,"Remain",40.9,23.8,77,10,42.7,10,42.7
"236",236,"WM",5909,3790,12850,5221,46.3,75.5,58.8,18.8,29.2,10,4.2,7.9,11.2,24.3,38.6,63.2,30.8,0.641394482992046,"Leave",36.9,37.9,30.9,18,27.5,18,27.5
"237",237,"Y",6471,4522,10893,4729,54,97.2,89.3,39.2,3.2,6.7,2.3,2.7,4,31.9,7.5,55,22,0.698810075722454,"Leave",26.1,56,3,20.8,26.5,20.8,26.5
"238",238,"WM",11434,6299,28496,11096,45.2,63.3,57,18.3,22.5,18.3,5,7.2,10.9,23,63.7,69.6,36.7,0.550900822109498,"Leave",39.6,33.6,55.2,18.1,31.7,18.1,31.7
"239",239,"NW",5423,3248,10454,4159,48.5,83.2,77.7,28.5,11,10,3.6,4,6,32.7,26.8,56.8,23.8,0.598930481283422,"Leave",34.6,44,27,24.2,23.2,24.2,23.2
"240",240,"SE",7063,2847,17545,5917,37.4,86.2,32.4,12,36.2,29.5,32.5,3.8,6.5,24,30.9,66.9,33.3,0.403086507149936,"Remain",54.5,26,13.2,17.4,21.9,17.4,21.9
"241",241,"L",5934,2936,12490,4033,43.3,23.8,49.2,17.9,28.1,20.4,8.5,6,9.2,23.3,33.5,75.5,37.4,0.494775867880013,"Remain",42.4,31.7,114.5,24.4,21.8,24.4,21.8
"242",242,"EE",3846,2028,7228,2931,52.9,88.3,83.2,38.9,9.5,6.9,3.2,3.3,4.7,39.8,33.6,51.4,17.8,0.527301092043682,"Leave",27,53.3,15.9,30.3,18.5,30.3,18.5
"243",243,"NE",4471,2619,7695,3781,47.2,95.2,68.8,24.8,7.9,22.4,5.4,5.8,8.2,28,59,56.1,24,0.58577499440841,"Leave",39.2,44.6,4.2,23,21.3,23,21.3
"244",244,"NW",7935,4056,14766,6311,50.2,96.2,70.8,26,12.1,15.5,3,5.4,8,31.6,34,60.6,28.1,0.511153119092628,"Leave",32.3,47,4.1,24.8,24.1,24.8,24.1
"245",245,"EE",5315,1397,9425,3804,42.5,79.3,47.7,19.1,21.1,29.6,16.3,2.4,3.4,49.2,50,54.9,19.8,0.262841015992474,"Remain",49.4,32.3,21.2,43.9,15,43.9,15
"246",246,"WM",7474,5172,13262,5555,50.9,95.1,75,30.5,14.4,9,2.3,4.7,6.8,30,17.4,59.2,26.5,0.691998929622692,"Leave",30.9,48.4,5.5,20.1,29.9,20.1,29.9
"247",247,"NW",7826,3614,12454,5330,50.9,94.5,84.6,31.8,3.3,10.7,3.4,2.8,3.9,41.3,30.3,49.2,17.8,0.461794019933555,"Remain",30.9,48.3,6.2,32.3,17.1,32.3,17.1
"248",248,"WM",2212,1558,4303,1752,49.5,97.3,80.3,33.8,10,8.2,2.9,3.4,4.9,26.7,3.9,58.5,26.6,0.704339963833635,"Leave",32.6,48.4,2.9,17.3,27.2,17.3,27.2
"249",249,"NW",5863,3678,15061,7453,45.2,92.2,35.8,11.6,47.3,13.8,3.1,9.6,15,17,29.4,74.7,43.4,0.627323895616579,"Leave",39.8,37.2,9.4,12.3,37.7,12.3,37.7
"250",250,"NW",2670,1504,4744,2059,51.9,98.8,93.3,40.6,0.9,5,1.8,2.3,3.3,38.6,4,49.1,17.8,0.563295880149813,"Leave",28.6,53.8,1.1,27.2,16.2,27.2,16.2
"251",251,"L",5939,2800,12370,4021,42.8,22.6,56.9,20.7,14.1,27.2,8.8,5,7.2,30.4,63.3,67,29,0.471459841724196,"Remain",45.5,31.6,117.5,33.4,16.1,33.4,16.1
"252",252,"NW",4618,2649,12747,4766,46.5,88.1,54.6,20.3,18,25.5,6.1,4.8,7.5,32.8,41.3,62.5,30.4,0.57362494586401,"Leave",34.5,33.7,10.5,22.9,28.6,22.9,28.6
"253",253,"EM",7804,2905,14802,6120,50.7,73.4,79.6,35.3,7.5,12.1,5.5,3.4,4.9,46.6,27.4,49.6,19.1,0.372245002562788,"Remain",32.1,46.3,38.7,39.3,18.2,39.3,18.2
"254",254,"EE",2625,1200,4057,1635,52.9,95.9,81.2,36,6.9,10.8,2.7,2.6,3.7,49.5,1.1,40.9,12.9,0.457142857142857,"Remain",25.2,52.5,4,41.6,13.8,41.6,13.8
"255",255,"Y",6854,3710,11355,4929,50.5,97.4,81.2,31.3,5.9,12,2.3,2.8,3.8,41.3,9.3,48.8,18,0.541289757805661,"Leave",31.2,48.2,3.2,30.1,18.3,30.1,18.3
"256",256,"SE",7326,4565,13888,5627,48.1,93.1,65.4,24.1,21.4,11.9,3.9,4.3,6,30.3,31.2,59.1,26.6,0.623123123123123,"Leave",35.1,41.2,8.1,21.5,25.1,21.5,25.1
"257",257,"NW",2582,1664,6058,2784,47,98.6,65,21.6,23.4,10.2,2,6.1,9.1,20.8,13.6,65.3,36.6,0.644461657629744,"Leave",37,40.7,1.2,15.1,27.7,15.1,27.7
"258",258,"L",6501,4199,12580,5200,52.4,94.4,88.8,39.1,4.1,6.4,3,2.7,3.9,39.1,19.7,54,21,0.645900630672204,"Leave",29.3,50.7,6.3,23.3,22.2,23.3,22.2
