"","ID","RegionName","NVotes","Leave","Residents","Households","AdultMeanAge","White","Owned","OwnedOutright","SocialRent","PrivateRent","Students","Unemp","UnempRate_EA","HigherOccup","Density","Deprived","MultiDepriv","Proportion","Vote","Age_18to44","Age_45_above","non_white","high_education_level","low_education_level","High_education_level","Low_education_level"
"385",385,"SW",6193,3388,15851,8581,42.1,90,22.7,10.3,34.5,40.8,16.4,7,11.4,27.9,52.4,72.5,37.3,0.547069271758437,"Leave",51.4,35.7,8.7,25.2,22.8,25.2,22.8
"386",386,"WM",11402,4891,27864,9335,43.8,22.9,66.5,28.9,11.9,19.7,9.9,7.8,11.5,25.8,40.2,69.1,33.7,0.42895983160849,"Remain",41.9,33.5,113.1,24.6,25,24.6,25
"387",387,"Y",7517,5089,16620,6978,47.9,92.3,66.4,22.9,18.9,13.3,3.2,5.8,8.4,21.3,20.2,65,31.9,0.676998802713849,"Leave",34.7,40.9,10.7,13.8,30.9,13.8,30.9
"388",388,"WM",6604,3986,12240,5225,50,80.6,74.1,29.4,17.1,7.8,3.4,5.7,8.2,32.5,51.1,60.2,28.3,0.603573591762568,"Leave",32.7,45.4,28.2,24.8,25.3,24.8,25.3
"389",389,"NW",5556,3567,12117,5256,45.8,93.8,50.4,16.6,35.9,12.2,4.1,6.2,9.3,22.5,32.2,67.3,35.8,0.642008639308855,"Leave",38.5,36.7,6,15.6,31.2,15.6,31.2
"390",390,"Y",5121,3833,12842,5414,44.4,97.7,60.1,18.3,3.7,35.4,3.4,7.6,10.8,16.9,68.5,65.1,30.7,0.748486623706307,"Leave",40.4,34.4,1.8,11.6,29.5,11.6,29.5
"391",391,"L",4414,2051,11390,3677,46.5,41.3,78.8,27.6,3.4,16.7,6.4,3.8,5.3,42.1,65.7,48.9,18,0.464657906660625,"Remain",36.5,39,91.6,36.4,15.1,36.4,15.1
"392",392,"Y",4745,2164,15422,4940,41.8,28.1,63.3,30.4,13.8,20,7.4,8.8,15.5,13.9,71.6,79.3,45.2,0.456059009483667,"Remain",42.5,24.6,133.8,12.6,37.3,12.6,37.3
"393",393,"L",7256,4221,15375,6367,50.9,87.4,73.2,32.4,17.6,7.6,3.2,4.2,6.1,38.8,37.1,57.3,23,0.581725468577729,"Leave",31.2,47.2,12.8,27.1,22.3,27.1,22.3
"394",394,"EM",6291,4001,16823,7595,45.4,80.6,48.8,14.9,36.8,13,4.1,8.8,13,18.1,58.7,71.2,37.6,0.635987919249722,"Leave",40.1,35.7,19.9,13.3,35.7,13.3,35.7
"395",395,"L",10075,4746,14893,6109,51.6,88,82,34,5.9,10.7,3.4,2.7,3.8,51.1,14.6,45.6,14.5,0.47106699751861,"Remain",31.5,48.1,13.4,38,15.8,38,15.8
"396",396,"L",6761,2739,19200,8178,39.5,51,18.6,4.6,51.9,24.8,10.6,7.8,10.8,34.8,77.6,68.8,31.9,0.405117586155894,"Remain",51.7,22.8,48.8,35.2,19.9,35.2,19.9
"397",397,"WM",6550,4846,11497,4857,50,89.5,75.8,34.8,14.5,8.8,2.9,5.3,7.9,22.4,31,65.6,31.9,0.739847328244275,"Leave",32.7,48.2,14.2,13.8,34.2,13.8,34.2
"398",398,"NW",5235,3057,9991,4539,49.7,97.1,62.3,24.3,26.9,9.6,2.4,4.9,7.6,28.4,10.1,63.7,33,0.583954154727794,"Leave",31.6,47.1,3.2,20.8,30.3,20.8,30.3
"399",399,"L",7067,3312,13060,5544,49.1,79.2,74.7,31.6,8.1,16,4.5,3.8,5.4,44.5,26.4,53.3,19.7,0.468657138814207,"Remain",35.6,45.2,21.3,35.1,18.7,35.1,18.7
"400",400,"WM",6285,4662,13419,5694,46.5,79.5,44.6,17.9,41.6,11.6,3.6,9.8,15.5,15.9,29,76.5,44.6,0.741766109785203,"Leave",38,37,28.5,11,43,11,43
"401",401,"SE",5132,2713,5777,2237,50,90.4,79.4,27.6,5.4,13.1,3.1,2.6,3.5,50.1,3.5,41.8,13.6,0.528643803585347,"Leave",29.9,42.8,10.4,35.1,14.9,35.1,14.9
"402",402,"SE",2529,1155,5275,2104,50.1,91.6,75.8,26.9,9.3,12.8,2,2.3,3.1,49.8,4.5,44.2,14.4,0.456702253855279,"Remain",33.1,45.2,8.3,38.8,16.1,38.8,16.1
"403",403,"NW",2741,1299,6826,2477,42.5,42.8,59.8,32.6,21.5,16.4,6.3,6.5,10.7,20.1,18.3,69.4,35.7,0.473914629697191,"Remain",41.9,27.5,102.1,17.5,31.9,17.5,31.9
"404",404,"L",5447,1175,12110,5882,39.6,69.5,32.2,14.1,24,42.2,6.8,4.2,5.4,61.2,139.9,57.6,22.7,0.215715072516982,"Remain",61.2,25,29.6,60.6,9.5,60.6,9.5
"405",405,"Y",5746,4255,11884,5507,49.5,96.9,53.1,17.5,38.3,7.3,2.8,6.5,9.9,16.8,19.1,71,38.2,0.74051514096763,"Leave",34.1,46.7,3,9.7,35.6,9.7,35.6
"406",406,"WM",13643,6064,26539,9559,47.6,55.8,79.2,30.8,5.5,13.9,5.2,5,7.4,33.2,53.4,58.8,25.6,0.444477021183024,"Remain",35.7,39.3,72.6,27.3,23,27.3,23
"407",407,"L",6732,2425,15225,5815,45,64.6,64.1,24.9,7.5,26.1,7.2,5,7.1,36.2,80.4,61.5,27.7,0.360219845513963,"Remain",42.4,36.4,34.9,33.5,20.6,33.5,20.6
"408",408,"NW",4089,2659,10465,4447,46.4,85,49.1,16.5,38.2,11.2,4,8.4,13.2,21.7,21.2,69.4,39.1,0.650281242357545,"Leave",36.6,36.8,22.8,16.2,31.3,16.2,31.3
"409",409,"WM",3256,1711,5060,2272,49,95.6,74.2,28.3,11.8,12.1,3.2,2.8,3.8,33.8,34.7,52.6,21.4,0.525491400491401,"Leave",35.8,45.7,5.5,27,22.9,27,22.9
"410",410,"EE",4093,2160,7597,3029,50.4,82.6,62.8,24.2,30.5,6.2,3.3,4.6,6.6,36.3,13.2,56.8,23.3,0.527730271194723,"Leave",31.6,46.1,22.7,27.1,24.3,27.1,24.3
"411",411,"WM",7135,4658,12224,5141,49.1,82.9,76.3,32,11.6,10.9,3.2,4.7,6.7,29.1,36.7,60.3,26.7,0.652838121934127,"Leave",34.4,44.5,25.6,19.6,28.1,19.6,28.1
"412",412,"WM",11480,6695,26033,10821,46.9,80,51.8,18.7,33.8,12,5.3,7.9,11.9,27.9,44.7,66.9,34.1,0.583188153310105,"Leave",36.7,37.6,21,23.3,30.3,23.3,30.3
"413",413,"Y",8279,5056,14595,6140,51.1,96.7,78.6,31.1,13,7.3,2.1,3.6,5.1,33.6,14.5,56.7,23.4,0.610701775576761,"Leave",30.4,49.9,4.1,22.9,25.4,22.9,25.4
"414",414,"L",5528,1687,13324,4985,41.7,48.2,43,13.6,21.8,33,7.5,6.1,8.4,34.2,136.9,61.9,29.1,0.305173661360347,"Remain",49,26.4,59.2,33.6,20.4,33.6,20.4
"415",415,"NW",7541,3399,14046,6202,50.3,98.1,79.5,29.8,8.3,11.1,3.1,4.1,6.1,29.2,27.5,58.9,27.1,0.45073597666092,"Remain",31.7,48.8,1.8,20.3,25.6,20.3,25.6
"416",416,"L",6613,1354,12578,5073,40.7,59.5,36,11.5,38.8,23.8,6.5,5.7,7.3,48.5,119.2,55.4,25.6,0.204748223196734,"Remain",51.6,26.1,38.4,47.8,14.2,47.8,14.2
"417",417,"L",5341,1624,14077,5881,43.1,68.5,47.3,19.8,13.5,37.3,6.1,4.5,5.9,54.2,67.5,51.2,20,0.304062909567497,"Remain",49.7,33.2,33,52.6,10.8,52.6,10.8
"418",418,"L",6507,1393,14202,6092,40,47.3,22.1,5.1,52.3,24.2,9.8,7.4,10.1,41.1,128.9,65.8,32,0.214077147687106,"Remain",52,27.8,48,41.3,16,41.3,16
"419",419,"Y",10941,7442,14873,6206,48.4,98.4,55.8,20.7,37.7,5.6,1.8,7,11.2,15.4,21,74.5,42,0.680193766566127,"Leave",33.8,42.6,1.6,9.4,43.5,9.4,43.5
"420",420,"NW",6360,3103,10007,4373,51.7,97.5,83.3,37.1,5.1,10.5,2.9,2.3,3.2,48.5,3.1,45.8,16.4,0.487893081761006,"Remain",29,51.7,2.9,39.7,15.3,39.7,15.3
"421",421,"L",6143,3421,12593,5088,44.7,83.2,61.2,23.6,20.6,15.8,14.9,4.2,6.3,35.1,27.9,60.9,26.1,0.556894025720332,"Leave",43.9,37.8,17.3,25.1,21.5,25.1,21.5
"422",422,"NE",5359,3494,11288,4905,49.5,98.6,69.8,25.4,20.6,9,2.9,4.6,6.9,23.3,27.2,64,33.1,0.651987311065497,"Leave",33.4,46.5,1.4,16.2,30.2,16.2,30.2
"423",423,"NW",5622,3454,11293,4771,48.5,85.1,68.7,24.9,19.6,10.4,3.4,4.7,6.9,24.5,16.4,63.7,32.5,0.614372109569548,"Leave",34.1,43.8,24.4,16.3,29,16.3,29
"424",424,"NW",8002,4067,14049,6003,53.3,97.8,90.5,39.7,2,6.4,3,3.1,4.5,42.8,15.6,50.6,17.9,0.508247938015496,"Leave",25.9,55.7,2.1,32.8,16.6,32.8,16.6
"425",425,"NW",8356,2678,13544,5765,49.7,88.6,78.5,31.3,6.9,13.9,4,3.5,4.7,49.5,37.9,49.4,19,0.320488271900431,"Remain",33.9,45.2,15.6,41.9,16.6,41.9,16.6
"426",426,"NW",7766,3919,11456,5146,54.4,97.5,83.5,39.1,7.9,7.7,2.6,2.7,4,40.9,10.7,52.5,19.8,0.504635591037857,"Leave",25.9,56.2,2.6,31.4,20.5,31.4,20.5
"427",427,"SE",8238,5471,13862,5429,48.4,94,78,24.8,10.4,9.5,2.3,3.3,4.5,32.3,4,51.7,20.3,0.664117504248604,"Leave",33.8,42.8,7.7,19.9,21.3,19.9,21.3
"428",428,"WM",2235,1364,4144,1735,52.9,97.8,75.1,34.7,8,13.8,2.3,2.7,3.9,40.5,0.7,50.8,18.9,0.610290827740492,"Leave",26.1,55.4,2.7,31.6,20.9,31.6,20.9
"429",429,"L",5783,3667,13085,4816,44,45.6,61.9,24.4,6.4,29.3,6.4,4,5.3,45.8,21.2,54.1,18.4,0.634099948123811,"Leave",45.8,33.8,80.7,45.9,10.8,45.9,10.8
"430",430,"NE",4367,2801,6919,3072,50.9,97.3,48.6,21.1,44.7,5.5,3.4,7.2,12.1,21.8,46,69.3,35.6,0.641401419738951,"Leave",29.7,48.9,2.5,17.3,32.4,17.3,32.4
"431",431,"EM",3622,2470,8889,3896,49,97.9,74.4,30.2,10.8,13,2.3,4.2,6,26.3,16.3,59.6,26.6,0.681943677526229,"Leave",34.9,45.8,2.2,18.5,28.9,18.5,28.9
"432",432,"SE",8450,1922,15754,7988,44.3,88.2,51.2,17.8,5.7,41.2,5.7,3.7,4.7,52.4,114.2,54.4,22,0.227455621301775,"Remain",50.8,34,9.8,49.2,11.9,49.2,11.9
"433",433,"L",5059,1478,15626,6155,44.8,56.9,51.6,24.5,5,41,6,4,5.5,50.6,48.9,52.7,17.3,0.29215259932793,"Remain",45.2,34,41.8,50.8,9.2,50.8,9.2
"434",434,"L",6158,4029,13249,5622,47.6,88.5,78.4,28.5,7,13.2,3.3,3.2,4.3,39.6,51.4,50.8,18.5,0.654270867164664,"Leave",38,41.8,14.3,24.3,20,24.3,20
"435",435,"WM",2960,1817,4132,1634,53.6,94.6,89.7,39.2,2.7,7,2.6,2.6,3.7,47.3,5.6,43.9,13.2,0.613851351351351,"Leave",27.3,53.7,8.2,35.2,17.6,35.2,17.6
"436",436,"EE",1403,607,2100,842,51.4,97,69.1,32.2,12.8,15.2,3.4,1.9,2.6,51.2,0.3,42.1,12.6,0.432644333570919,"Remain",27,51,2.1,39.3,13.4,39.3,13.4
"437",437,"L",7133,1496,15095,6600,37.1,59.6,24.1,7,36.6,38,7.2,5.5,6.8,51.5,181.5,59.5,26.2,0.20972942660872,"Remain",64.1,22.1,37.3,52.9,13.3,52.9,13.3
"438",438,"L",4477,1632,15736,5620,41.6,35.2,44.2,14.8,16.2,37.5,9.3,7,10.2,24.2,61,72,35.7,0.364529819075274,"Remain",47.1,26.7,80.6,26.6,23,26.6,23
"439",439,"L",8985,3946,14413,5979,41.7,66.1,38.1,13.2,37.2,19.6,11.8,4.7,6.6,39.1,46.9,63.6,28.5,0.439176405119644,"Remain",49.5,30.9,35.4,35.3,17.2,35.3,17.2
"440",440,"SE",7268,2008,15086,8015,43.5,87.6,36.3,12.5,23.5,37.8,12.6,4.6,6.7,43,127.1,67.4,34.4,0.276279581728123,"Remain",51,35.9,11.7,39.3,18.2,39.3,18.2
"441",441,"NW",5362,3521,11695,5301,46.7,94.6,54.3,17.4,28.9,14.5,3.2,7.2,10.6,21,26.9,66.6,36.4,0.656657963446475,"Leave",37.7,38.2,5.7,13.8,31.6,13.8,31.6
"442",442,"NW",5022,3550,10965,4534,46.6,88.4,45.3,17,41.1,12.3,3.6,7.7,12.2,15.5,41.7,73.4,39.9,0.706889685384309,"Leave",35.2,37,16.5,10.4,38.2,10.4,38.2
"443",443,"Y",6554,4587,12050,5006,48.5,95,77,28.8,10.6,11.3,2.6,4.4,6.3,23.4,16.1,60.3,26.9,0.699877937137626,"Leave",34.8,44.3,6.8,15,28.5,15,28.5
"444",444,"WM",4491,2865,6600,2952,53.9,96.3,78.3,40,9.5,10.6,2.6,2.4,3.5,37.8,1.6,55.7,22.3,0.637942551770207,"Leave",25.7,57,4.9,27,25.9,27,25.9
"445",445,"Y",6571,4194,11958,4957,52.3,89.7,84,36.6,7.6,7.1,2.9,3,4.4,35.8,10.3,53.4,22,0.638259016892406,"Leave",29.2,51,16.2,26,23,26,23
"446",446,"Y",6755,4020,11666,5115,50.9,97.4,84.2,33.7,3.7,11.4,2.6,2.5,3.4,38,8.8,47.7,17.5,0.595114729829756,"Leave",30.6,50,3.2,25.5,19.1,25.5,19.1
"447",447,"SE",6762,4163,15378,6536,41,86,52.4,13.1,10,35.9,10.5,5,6.8,26.1,122.6,57.9,26,0.615646258503401,"Leave",48.7,28.1,14.4,19,21.7,19,21.7
"448",448,"Y",6943,4276,15817,6796,45.2,78.2,44.4,15.2,34.9,19.1,3.2,7.9,11.8,20.6,35.5,71.1,36.7,0.615872101397091,"Leave",41.1,35.8,33.3,17,31.9,17,31.9
"449",449,"NW",6161,3307,11472,4616,48.5,80.5,77.1,29.3,8.7,13.3,3.7,3.9,5.8,30.1,17.4,57.7,24.8,0.536763512416815,"Leave",35.3,41.4,20.4,21.4,24.6,21.4,24.6
"450",450,"EE",4077,1717,6252,2545,51.7,95.1,76.1,30.3,13.1,9.3,2.3,2.2,3.1,50.4,1.3,44.8,16.1,0.421142997301938,"Remain",29.6,47.8,5.5,41.6,16.2,41.6,16.2
"451",451,"EE",5316,2667,10087,4387,49.5,89.8,67.4,24.9,2.8,28.7,2.8,4.7,6.4,43,63.8,54,21.1,0.501693002257336,"Leave",39,44.1,10,30.2,20,30.2,20
"452",452,"EE",4243,2411,7147,3208,51.6,92.1,60.2,21.9,33.1,5.6,2,4.1,5.7,31.3,14.9,62.1,28.2,0.568230025925053,"Leave",31,48,8.9,21.6,26.8,21.6,26.8
"453",453,"EE",4749,1642,9948,4123,42.3,83.1,40.3,14,36.2,21.7,8.6,3.8,5.1,38.2,25.8,55.2,24.9,0.345757001473995,"Remain",48.2,30.5,15.9,36.2,20.2,36.2,20.2
"454",454,"WM",13533,7510,22548,9472,51.2,89.2,84.5,33.2,5.8,8.5,3.1,3.2,4.4,44.4,10.4,49.6,18.4,0.554939776841794,"Leave",30,50.3,14.7,31.9,20,31.9,20
"455",455,"L",5079,2487,11522,4338,44.2,52.5,40,11.2,36.9,20.7,7.1,6.3,9.1,25,39.4,70.9,34.4,0.489663319551093,"Remain",41.5,32.4,50.3,23.3,24.5,23.3,24.5
"456",456,"L",4879,1887,12661,4362,41.6,41.3,50.6,20.2,11.6,35.8,10.1,5.4,7.9,31.3,65.4,66.3,30.3,0.386759581881533,"Remain",48.4,29.1,78.6,33.3,19.3,33.3,19.3
"457",457,"NW",8713,4374,14471,5949,53.3,97.9,88,39.7,2.7,8.2,2.8,2.6,3.9,43.9,6.3,47.7,15.6,0.502008493056353,"Leave",26.9,54.7,2,34.1,16.6,34.1,16.6
"458",458,"NW",2170,1386,5875,3034,46.4,97.3,53,20.9,15.4,30.6,2.2,7.4,11.8,16.9,31,74.1,44.4,0.638709677419355,"Leave",38.8,40.3,2.7,11.6,32.1,11.6,32.1
"459",459,"WM",10204,5518,23750,8843,44.9,53.4,72.9,27.2,5.9,19.8,10.9,5.9,8.7,26.1,30.6,63.3,29.1,0.540768326146609,"Leave",40.3,35,64.5,20.4,25,20.4,25
"460",460,"NW",1840,1177,4059,1723,50.4,97.2,89.2,35,1.8,8.6,3,2.4,3.3,36.6,9.4,49.3,18.2,0.639673913043478,"Leave",31.8,49.1,4.1,26.5,18.1,26.5,18.1
"461",461,"WM",7181,5474,13850,5676,49.9,95.2,66.6,27.3,23.3,7,3.2,5.6,8.2,24,37.3,66,33.6,0.762289374738894,"Leave",33.5,45.1,5.8,14.7,34.6,14.7,34.6
"462",462,"EM",2284,1547,5885,2514,50.9,98.8,74.2,33.6,16.9,8.1,2,4.1,6,26.6,24.9,60,29.1,0.677320490367776,"Leave",32,47.7,1.2,17.1,31.1,17.1,31.1
"463",463,"WM",3149,2272,6169,2559,51.8,98,80.2,37.1,12.9,6.1,2.9,3.7,5.6,27.3,25.5,59.9,26.7,0.721498888536043,"Leave",30.1,52.7,2.4,17.2,29.6,17.2,29.6
"464",464,"L",4946,2254,11287,4243,42.9,42.6,46.3,13.6,25,26.2,8.3,6.2,8.8,25.4,101.3,69.1,32.6,0.455721795390214,"Remain",43.8,30.5,61.4,25.3,21,25.3,21
"465",465,"L",4936,2122,9287,3464,47.8,74.6,78,31.1,5.1,15.7,5.3,3.2,4.4,41.8,42.8,51.4,18.8,0.429902755267423,"Remain",36.5,43.1,30.8,35.2,17,35.2,17
"466",466,"NW",1373,887,4434,2057,48.4,95.9,65.3,22.7,14.7,18.8,2.8,4.8,6.9,27,36.4,61.6,32.2,0.646030589949017,"Leave",36.5,42,4.9,18.3,27.3,18.3,27.3
"467",467,"EE",6581,3642,10892,4404,43,84.3,63.4,15.9,1.5,34.1,3.6,5.6,7.3,32,121.8,56.8,23.5,0.553411335663273,"Leave",43.9,30.6,18.2,24,19.4,24,19.4
"468",468,"EE",5287,2674,10699,4692,43.9,93.9,32.1,9.5,50.8,15.2,3.9,7.5,10.7,19.8,39.9,67.1,33.4,0.505768867032343,"Leave",43.7,32.1,5.6,16.6,32.3,16.6,32.3
"469",469,"L",6413,4161,15019,6123,45.7,77.7,65.9,19.8,15.7,16.7,4.3,5.5,7.4,31.2,36.7,60.9,26.1,0.648838297208795,"Leave",40.1,36.2,24.5,21.3,24.9,21.3,24.9
"470",470,"WM",10065,3817,34078,9266,41.5,14.5,60.7,27,16.1,20.5,9.1,9.5,17.9,12.8,82.8,80.2,45.9,0.379234972677596,"Remain",40.3,22.3,134.3,13.3,38.6,13.3,38.6
"471",471,"L",6191,2909,13968,4318,44,17.9,50.6,21.4,24.4,22.2,9.3,6.1,9.5,22.9,63.4,76.5,40.4,0.469875625908577,"Remain",41.7,32.9,116.7,24.4,23.5,24.4,23.5
"472",472,"L",4051,2033,11423,4177,48.4,51.7,67.7,24.9,14,16.6,5.8,4.9,7.1,36.8,25.5,60.3,25.7,0.501851394717354,"Leave",34.3,42.9,65,32.3,19.4,32.3,19.4
"473",473,"Y",5565,2643,21637,6747,40.6,28.8,55.5,25.4,21.7,20.1,7.2,9.6,16.8,11.8,76.3,81.7,46.2,0.474932614555256,"Remain",42,22.2,118.1,12.8,38.3,12.8,38.3
"474",474,"WM",7492,5231,12137,5100,52.6,96.2,79.8,37.4,13.7,5.3,2.6,3.9,5.8,31.8,33.2,58.4,25.9,0.698211425520555,"Leave",29.5,51.2,5.1,21.2,27.7,21.2,27.7
"475",475,"L",4259,1831,11276,4372,51,56.7,64.4,29.4,15.2,18.7,4.9,4,5.9,43.1,26,57.1,23.9,0.429913125146748,"Remain",33.7,46.2,60.4,35.3,19.7,35.3,19.7
"476",476,"WM",3595,1889,5875,2492,47.2,95.8,83.5,26.1,2.6,12.7,2.9,2.2,2.7,45.2,31.4,41.3,12.4,0.525452016689847,"Leave",36.9,40.5,5.4,34,13.2,34,13.2
"477",477,"SW",6628,4430,12831,5543,48.3,97,57.6,22.4,28.3,12.8,2.9,4.7,7.1,26.6,28.6,62,28.9,0.668376584188292,"Leave",34.8,42.8,2.9,19.1,24.9,19.1,24.9
"478",478,"L",5180,1141,12954,5884,43.1,67.6,39.8,20.1,18.4,39.4,7.4,3.5,4.8,63.3,105.7,51.9,17.9,0.22027027027027,"Remain",51.3,30.8,32.8,60.4,9,60.4,9
"479",479,"L",6671,4651,13006,5011,48.8,90.3,86.3,31.8,5.9,7.2,3.4,3.8,5.2,32.6,45.9,55.8,22.2,0.697196822065657,"Leave",32.8,46.2,11.2,19.2,23.7,19.2,23.7
"480",480,"EE",4475,1559,7269,2655,49.5,92.2,85.3,30.4,6.4,7.6,3,2,2.7,62.8,22.6,33.7,8.9,0.348379888268156,"Remain",30.6,41,8.2,53,8.9,53,8.9
"481",481,"EE",6017,2167,9257,4190,54.2,95.6,79,35.8,9,11.3,2,3.2,4.8,32.1,36,61.9,28.8,0.360146252285192,"Remain",27.2,54.7,4,18.6,29.9,18.6,29.9
"482",482,"WM",9027,3010,24528,9041,38.2,57.8,45.5,21.2,19.4,32.1,32.8,4.5,7.9,48.6,29,56.4,23.8,0.33344411210812,"Remain",57.2,28.5,54.8,37,12.2,37,12.2
"483",483,"SW",6782,3592,14353,6163,40.4,93.3,45.3,15,11.1,41.4,17.5,4.6,6.8,28.4,55.7,59.2,27.5,0.529637275140077,"Leave",53.1,30.3,6,24.2,18,24.2,18
"484",484,"SE",8763,1791,16073,6528,37.3,89.7,46.1,13.3,11.8,40.8,25.8,3.5,5,46.5,116.9,52.1,21.6,0.204382060938035,"Remain",59.5,24.2,9.1,40.8,11.4,40.8,11.4
"485",485,"NW",4260,2280,15945,7779,43.8,92.8,37.2,12.2,29.6,31.2,3.6,9.7,15.6,16.8,42,72.6,41.1,0.535211267605634,"Leave",41,33.3,7.7,13.8,31.2,13.8,31.2
"486",486,"EE",3565,1427,4975,2107,49.1,94.3,80.8,30,7.8,10.7,2.7,2.4,3.1,50.3,3.8,43.6,13.7,0.400280504908836,"Remain",33.6,45.5,6,41.7,13,41.7,13
"487",487,"NW",4851,2883,13927,5917,44.1,80,23.4,8.8,47.7,25,8.6,7.3,12.5,18.9,60,76.9,45.9,0.594310451453309,"Leave",41,30.7,21.3,15.9,38.9,15.9,38.9
"488",488,"L",5887,4470,14753,5996,46.2,87.2,50.4,14.2,40.1,8.1,3.9,7.9,11.6,21,19.5,71.7,38.4,0.759300152879225,"Leave",37.6,36,13,13.2,34.2,13.2,34.2
"489",489,"L",6202,3043,14640,4099,41.3,8.6,50.8,20.3,12.8,33.3,11.9,6.9,10.6,17.6,94.7,81.1,44.2,0.490648178007094,"Remain",46.3,28.6,142.4,21.6,23.6,21.6,23.6
"490",490,"SE",1085,687,2455,986,52.5,97.7,76.3,33.6,6.4,15.5,2.3,2.8,4,40.5,0.4,48.6,15.8,0.633179723502304,"Leave",26.9,53.6,2.3,30.6,20.5,30.6,20.5
"491",491,"L",5101,1152,12755,6156,43.7,72.2,42,22.7,21.1,35.3,5.9,3.8,5,63.8,167.7,51.8,19,0.225838070966477,"Remain",49.8,31.7,26.8,62.2,8.4,62.2,8.4
"492",492,"L",4727,1839,13856,5009,39.8,43,36.1,10.8,26.3,35.9,14.1,7.1,10.1,27.9,165.3,69.8,33.4,0.389041675481278,"Remain",50.6,25.6,62.8,30.5,19.2,30.5,19.2
"493",493,"NW",6667,2160,14253,8093,34.9,80.2,18.9,4.6,26.7,52.8,13,5,6.5,44,37.9,65,22.6,0.323983800809959,"Remain",70.6,18.5,20.7,45.5,15.7,45.5,15.7
"494",494,"NE",5190,3278,10528,4473,48.3,97.5,66.8,21.6,23.3,9.2,4.2,5.1,7.5,25.6,21.2,62.9,31.9,0.631599229287091,"Leave",35.3,43.8,2.7,18,29.2,18,29.2
"495",495,"L",5031,2295,10330,3694,44.8,43.6,60.2,17,23.4,14.8,7.2,6.1,8.5,26,49,65.4,28.3,0.456171735241503,"Remain",37.1,35,60.1,23.4,21.7,23.4,21.7
"496",496,"EE",1714,853,2619,1044,51.6,97,72.2,31.1,14,9.9,2.7,1.8,2.4,46.8,0.4,43.1,13.3,0.497666277712952,"Remain",28,49.1,3.2,36.7,15.4,36.7,15.4
"497",497,"EE",5841,2816,10125,4627,46.8,95.4,73.3,24,0.9,25,1.9,3.2,4.1,46.9,68.6,45.6,15.3,0.48210922787194,"Remain",40.8,37.7,4.4,34.1,14.6,34.1,14.6
"498",498,"Y",10091,5415,18370,8257,49.5,94.9,75.6,29.1,8,15.3,3,3.4,4.6,43.2,10.1,48.2,17.2,0.536616787236151,"Leave",33.9,46.2,5.1,34.7,16.3,34.7,16.3
"499",499,"L",5754,3187,10330,4486,51.1,85.3,71.8,30.1,13,13.9,3.7,4.1,5.9,39,28.4,60,26.8,0.55387556482447,"Leave",32.9,47.1,14.3,27.1,24.2,27.1,24.2
"500",500,"Y",5629,2122,19997,5353,40.8,14.3,75.5,30.5,4.3,18.4,8.5,7.6,13.7,16.2,81.9,76.6,40.8,0.376976372357435,"Remain",43.6,22.8,159.4,17.3,34.9,17.3,34.9
"501",501,"EE",2427,1158,3773,1534,52.9,96.7,86,36.2,5.1,7,2.6,2.4,3.3,47.3,2.2,44.2,13.2,0.477132262051916,"Remain",25.7,51.9,3.3,37.7,14.7,37.7,14.7
"502",502,"SE",3618,2511,9081,3402,48.7,93.8,64.1,20.4,27.9,6.2,2.7,4.9,7,24.2,24.2,62.7,28.8,0.694029850746269,"Leave",32.5,41.7,6.3,15.3,29.4,15.3,29.4
"503",503,"NE",4791,3113,10159,4308,47.8,94.6,51.7,19.3,34,13.6,4.2,8.5,13.6,15.9,42.7,72.6,39.2,0.649759966604049,"Leave",35.4,43.4,6.7,11.8,36.1,11.8,36.1
"504",504,"NE",4363,2797,8444,3735,51.5,97.9,63.3,24.2,30.1,5.5,3.5,6.4,9.9,24.8,56,65.5,32.2,0.641072656429063,"Leave",30.1,50.1,1.9,18.4,29.2,18.4,29.2
"505",505,"SE",6147,3655,9281,3495,48.4,89.2,82.1,27.2,3.3,14,3.6,3.6,4.9,33.9,38.1,50.6,19.6,0.594598991377908,"Leave",33.5,44,14.6,22.8,19,22.8,19
"506",506,"WM",6912,3387,13060,4831,50.4,53.3,84.8,40.3,2.7,11.6,4.5,4.2,6.3,41.2,28.9,55.1,20.1,0.490017361111111,"Remain",32.2,45.6,75.6,34.1,21.4,34.1,21.4
"507",507,"NE",4362,2874,8714,3985,47.1,96,44.2,13,44.3,10.7,3.3,9.2,14.6,13.9,50.2,73.3,40.5,0.658872077028886,"Leave",36,39.8,3.6,10.9,35.6,10.9,35.6
"508",508,"L",5908,1501,14321,6754,41.6,56.6,25,8.7,49.2,21.3,8.5,5.9,7.9,48.1,138.1,63.7,28.2,0.254062288422478,"Remain",51.1,30.2,40.2,46.5,16.3,46.5,16.3
"509",509,"NW",7875,3991,14701,6417,48.3,97.2,60.8,21.1,26.1,12.1,3.1,6.1,9.4,22.7,24.4,67.4,36.3,0.506793650793651,"Leave",34.5,42.4,2.9,15.6,30.1,15.6,30.1
"510",510,"L",6684,4667,13389,5725,50.6,92.8,78.2,31.3,9.1,11.8,3.1,3.8,5.2,32.4,51.1,59,25.2,0.698234590065829,"Leave",32.4,48.6,7.6,18.9,26.2,18.9,26.2
